TranactionCode,TransactionDate,CancelDate,TransactonNumber,CheckNumber,Payee,ReferenceNumber,CurrencyCode,BankID,ReferenceNumber,OutstandingBalance,CanceledAmount
TRN – Securities Related Item – Transaction fee,1/11/2012,1/15/2012,696573426,6,Replenishment,28264576,JPY,0839-0068-0,28264576,175447.2,2387.95
UWC – Securities Related Item – Underwriting commission,1/7/2012,1/31/2012,373002681,5,Checking Costs,25397691,USD,0611-1341-5,25397691,10648408.93,3391.22
REC – Securities Related Item – Tax reclaim,1/23/2012,2/13/2012,499483312,5,Transfer,41255201,USD,1110-1769-4,41255201,823051.56,1927.38
EXT – Securities Related Item – External transfer for own account,1/28/2012,2/15/2012,340280676,9,Investment deposit,24822557,JPY,0313-0912-3,24822557,7374407.28,252.12
EQA – Equivalent amount,1/7/2012,1/30/2012,148778429,5,Deposits,13279886,USD,0839-7428-9,13279886,13458298.61,1470.44
TCK – Travellers cheques,1/26/2012,2/7/2012,105878038,2,Checking Costs,86915632,USD,0839-7428-9,86915632,13519555.28,3530.28
CMP – Compensation claims,1/8/2012,1/30/2012,408618355,6,Citibank,89106159,EUR,0531-0112-1,89106159,16755962.56,4616.47
TCK – Travellers cheques,1/4/2012,1/4/2012,645164996,8,Other,70067070,JPY,0421-0226-7,70067070,2825503.31,5467.86
NWI – Securities Related Item – New issues distribution,1/29/2012,2/22/2012,787347204,4,Investment deposit,72657665,USD,0515-0339-4,72657665,6206406.28,3218.09
MAT – Securities Related Item – Maturity,1/16/2012,1/28/2012,213571163,5,Service Charge,88382696,JPY,0532-0160-7,88382696,17653799.52,3519.74
ODC – Overdraft charge,1/1/2012,1/6/2012,966105806,7,Deposits,44702453,JPY,0514-0426-0,44702453,5026282.44,1677.4
MAT – Securities Related Item – Maturity,1/8/2012,2/1/2012,285131912,6,Misc.,57589338,JPY,2631-9138-7,57589338,245978.02,2980.38
NWI – Securities Related Item – New issues distribution,1/10/2012,1/20/2012,63347916,5,Deposits,9289810,EUR,0622-0398-4,9289810,12120178.59,4524.12
CMN – Cash management item – Notional pooling,1/16/2012,2/5/2012,806054654,7,Replenishment,52204001,JPY,1110-1769-4,52204001,18489175.85,4876.84
FEX – Foreign exchange,1/21/2012,2/7/2012,606638352,3,Transfer,44189145,EUR,0531-0112-1,44189145,5220366.7,4317.19
SWP – Securities Related Item – SWAP payment,1/30/2012,2/14/2012,882581062,2,Other,50292032,EUR,2631-9138-7,50292032,13140187.22,5061.12
WAR – Securities Related Item – Warrant,1/15/2012,1/15/2012,811605948,7,Transfer,37255613,USD,0531-0112-1,37255613,17715138.07,3056.18
CMP – Compensation claims,1/5/2012,1/9/2012,986564781,6,Investment deposit,67562943,JPY,0540-0154-7,67562943,9562767,5516.06
ODC – Overdraft charge,1/7/2012,1/18/2012,882421566,8,Citibank,88147903,USD,0532-0160-7,88147903,13001586.37,2863.72
BOE – Bill of exchange,1/23/2012,2/4/2012,820292219,67,Investment deposit,10604002,JPY,0312-0471-0,10604002,16104644.65,797.9
CLR – Cash letters/Cheques remittance,1/28/2012,2/21/2012,850697264,1,Misc.,53700338,USD,0642-0816-5,53700338,9894560.52,1720.4
WAR – Securities Related Item – Warrant,1/10/2012,1/13/2012,737520007,6,Service Charge,73505173,GBP,0540-0154-7,73505173,10415721.7,4955.89
RED – Securities Related Item – Redemption/Withdrawal,1/5/2012,1/9/2012,63197474,4,Investment deposit,71802970,USD,0642-0816-5,71802970,3573327.78,517.08
BRF – Brokerage fee,1/26/2012,2/18/2012,341784163,2,Transfer,63083786,GBP,0839-0068-0,63083786,8556344.56,1455.65
DIS – Securities Related Item – Gains disbursement,1/12/2012,2/5/2012,816983796,3,Replenishment,18967821,JPY,0540-0154-7,18967821,1023803.76,2128.75
PCH – Securities Related Item – Purchase (including STIF and Time deposits),1/9/2012,1/11/2012,40243365,8,Transfer,89159467,USD,0839-7428-9,89159467,2552863.17,5818.98
CMZ – Cash management item – Zero balancing,1/11/2012,2/5/2012,561784471,7,Replenishment,14296941,EUR,0514-0426-0,14296941,5415923.72,4771.66
TCM – Securities Related Item – Tripartite collateral management,1/23/2012,1/25/2012,271492200,68,Other,40188466,JPY,0312-0471-0,40188466,4545555.2,515.78
RED – Securities Related Item – Redemption/Withdrawal,1/15/2012,2/9/2012,102044204,4,Replenishment,26142909,JPY,0540-0154-7,26142909,2802268.13,3512.94
TRN – Securities Related Item – Transaction fee,1/19/2012,1/22/2012,626899158,6,Service Charge,94149510,USD,0515-0339-4,94149510,2133004.7,5558.09
DIS – Securities Related Item – Gains disbursement,1/2/2012,1/26/2012,93527393,9,Checking Costs,59780302,USD,0622-0398-4,59780302,17974275.07,5872.36
MGT – Securities Related Item – Management fees,1/17/2012,1/23/2012,792882605,1,Citibank,72563008,USD,0540-0154-7,72563008,8857707.22,608.13
COM – Commission,1/19/2012,2/11/2012,539836437,4,Misc.,76729539,EUR,0550-0330-8,76729539,4873479.41,4585.18
FEX – Foreign exchange,1/20/2012,1/30/2012,595238169,4,Misc.,78482706,JPY,0515-0339-4,78482706,12280339.41,2048.31
SEC – Securities (used when entering a principal amount),1/7/2012,1/7/2012,767760621,3,Other,37786489,EUR,0550-0330-8,37786489,7278794.87,5668.81
SLE – Securities Related Item – Securities lending related,1/3/2012,1/31/2012,694180975,4,Misc.,28823670,JPY,0839-7428-9,28823670,8925642.67,3662.64
DCR – Documentary credit (used when entering a principal amount),1/10/2012,1/25/2012,485344946,2,Service Charge,91672218,USD,0540-0154-7,91672218,18366260.5,3197.62
EQA – Equivalent amount,1/10/2012,1/17/2012,49608118,7,Other,85389867,USD,0622-0398-4,85389867,2680496.07,1028.31
MAR – Securities Related Item – Margin payments/Receipts,1/10/2012,1/30/2012,598648154,3,Investment deposit,57497328,EUR,0540-0154-7,57497328,7390427.06,4822.08
TAX – Securities Related Item – Withholding tax payment,1/28/2012,2/26/2012,386063573,4,Deposits,52578080,GBP,0532-0160-7,52578080,10273301.81,2820.58
CHK – Cheques,1/30/2012,2/24/2012,315862171,8,Transfer,25000790,JPY,0611-1341-5,25000790,1270310.06,99999
REC – Securities Related Item – Tax reclaim,1/6/2012,1/30/2012,759926963,2,Transfer,13877695,EUR,0313-0912-3,13877695,4299274.56,2939.47
BRF – Brokerage fee,1/10/2012,1/15/2012,933123641,69,Replenishment,9661055,GBP,0312-0471-0,9661055,11845474.46,4852.05
SEC – Securities (used when entering a principal amount),1/30/2012,2/6/2012,524300610,9,Transfer,97722303,USD,0421-0226-7,97722303,9582689.04,3861.04
INT – Interest,1/18/2012,2/6/2012,462218183,6,Misc.,54586407,USD,0611-1341-5,54586407,1051651.04,3511.64
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/6/2012,1/10/2012,40846568,9,Transfer,67128952,EUR,2631-9138-7,67128952,11736429.37,2245.52
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/12/2012,2/3/2012,91133311,70,Service Charge,12333303,JPY,0312-0471-0,12333303,13434492.24,3287.51
REC – Securities Related Item – Tax reclaim,1/19/2012,2/17/2012,157515956,6,Transfer,13432486,GBP,0839-7428-9,13432486,2141046.48,3663.61
CMP – Compensation claims,1/18/2012,1/26/2012,371503796,8,Misc.,2040134,GBP,0531-0112-1,2040134,7650626.91,3605.81
ODC – Overdraft charge,1/10/2012,1/10/2012,981521946,71,Checking Costs,3270905,JPY,0312-0471-0,3270905,13867420.2,5261.74
CMP – Compensation claims,1/8/2012,1/18/2012,70576683,5,Investment deposit,71400327,EUR,0421-0226-7,71400327,17517935.83,4568.31
DDT – Direct Debit Item,1/19/2012,2/3/2012,841107412,1,Other,29127425,GBP,0839-7428-9,29127425,5681764.28,2425.55
CMZ – Cash management item – Zero balancing,1/21/2012,2/10/2012,33003654,2,Investment deposit,31602261,USD,0550-0330-8,31602261,13372267.81,884.84
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/18/2012,1/18/2012,507492097,2,Replenishment,64121951,GBP,0550-0330-8,64121951,10953282.81,5038.26
TRN – Securities Related Item – Transaction fee,1/8/2012,2/4/2012,615276064,9,Checking Costs,73354107,GBP,2631-9138-7,73354107,12333076.69,2787.66
CPN – Securities Related Item – Coupon payments,1/5/2012,1/26/2012,278413152,72,Replenishment,14038589,USD,0312-0471-0,14038589,18168163.63,2777.17
CMN – Cash management item – Notional pooling,1/25/2012,2/15/2012,467261525,7,Deposits,93055287,EUR,0421-0226-7,93055287,12668708.85,6126.75
CLR – Cash letters/Cheques remittance,1/12/2012,1/24/2012,668415967,5,Other,23571134,JPY,0532-0160-7,23571134,825052.43,1634.31
DCR – Documentary credit (used when entering a principal amount),1/14/2012,1/26/2012,971279175,4,Investment deposit,86073373,USD,0540-0154-7,86073373,15151262.61,5049.73
SEC – Securities (used when entering a principal amount),1/27/2012,2/9/2012,285416757,4,Misc.,61062414,JPY,0421-0226-7,61062414,17118241.94,3288.56
CPN – Securities Related Item – Coupon payments,1/17/2012,2/1/2012,431086004,7,Misc.,82749959,GBP,0550-0330-8,82749959,1808828.17,2745.44
CMP – Compensation claims,1/10/2012,1/16/2012,279148421,3,Deposits,99826534,JPY,2631-9138-7,99826534,13974005.59,1770.82
BRF – Brokerage fee,1/22/2012,2/9/2012,433324846,6,Checking Costs,21526149,EUR,0421-0226-7,21526149,16076114.81,3776.58
LBX – Lock box,1/29/2012,2/25/2012,171303050,1,Misc.,36585229,GBP,0514-0426-0,36585229,5274701.65,4662.1
EQA – Equivalent amount,1/27/2012,1/27/2012,716504934,1,Service Charge,61394274,JPY,0515-0339-4,61394274,5717694.46,5827.36
COM – Commission,1/22/2012,2/6/2012,510119454,5,Other,21805766,GBP,0611-1341-5,21805766,18189307.94,1073.99
DCR – Documentary credit (used when entering a principal amount),1/25/2012,2/7/2012,352199444,1,Other,51488060,EUR,0421-0226-7,51488060,10514588.69,4875.34
PRN – Securities Related Item – Principal pay-down/pay-up,1/17/2012,2/13/2012,31875085,4,Misc.,56323612,GBP,0532-0160-7,56323612,1153061.15,834.69
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/5/2012,1/22/2012,386843662,1,Deposits,11273304,JPY,0550-0330-8,11273304,2008588.46,4253.23
TRN – Securities Related Item – Transaction fee,1/13/2012,1/21/2012,23402554,1,Citibank,22344996,GBP,0531-0112-1,22344996,3670390.11,5917.48
CAS – Securities Related Item – Cash in Lieu,1/13/2012,2/4/2012,85143835,8,Investment deposit,43286271,USD,0540-0154-7,43286271,7643328.78,2275.77
BRF – Brokerage fee,1/11/2012,2/7/2012,685163376,1,Investment deposit,66486390,GBP,0611-1341-5,66486390,1128485.35,6413.94
UWC – Securities Related Item – Underwriting commission,1/14/2012,2/8/2012,606157563,2,Checking Costs,39337370,USD,0839-7428-9,39337370,9282678.83,3309.84
MAT – Securities Related Item – Maturity,1/14/2012,1/18/2012,981484609,3,Investment deposit,60862461,JPY,0531-0112-1,60862461,7277851.93,1.77
FEX – Foreign exchange,1/22/2012,2/19/2012,864699605,2,Investment deposit,77713610,EUR,0514-0426-0,77713610,8375924.7,5605.4
DDT – Direct Debit Item,1/10/2012,1/15/2012,111380213,7,Other,30468061,GBP,0839-7428-9,30468061,16514848.67,1076.59
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/5/2012,1/17/2012,166760278,7,Misc.,88954467,EUR,0540-0154-7,88954467,4942155.7,6015.59
SAL – Securities Related Item – Sale (including STIF and Time deposits),1/7/2012,1/16/2012,829337638,9,Service Charge,9998572,JPY,0532-0160-7,9998572,14578474.63,3965.5
POP – Securities Related Item – Pair-off proceeds,1/21/2012,1/29/2012,622445507,8,Investment deposit,98266583,GBP,0611-1341-5,98266583,7449635.59,2539.12
FEX – Foreign exchange,1/8/2012,1/22/2012,115292505,9,Other,78530593,USD,0550-0330-8,78530593,12547511.13,2845.82
MAT – Securities Related Item – Maturity,1/13/2012,1/18/2012,782204549,9,Service Charge,92903830,USD,0611-1341-5,92903830,10843885.59,5597.84
ODC – Overdraft charge,1/9/2012,2/1/2012,107051483,2,Other,84250303,GBP,0611-1341-5,84250303,7084261.94,6220.76
CAR – Securities Related Item – Corporate Actions Related (Should only be used when no specific corporate action event code is available),1/2/2012,1/22/2012,738456442,6,Citibank,34920275,USD,0540-0154-7,34920275,18131197.7,6327.88
TRF – Transfer,1/30/2012,2/9/2012,839716278,9,Deposits,7740791,EUR,0611-1341-5,7740791,14476393.57,308.42
COL – Collections (used when entering a principal amount),1/11/2012,2/4/2012,692516556,6,Service Charge,73472109,JPY,0313-0912-3,73472109,10921421.93,592.28
PCH – Securities Related Item – Purchase (including STIF and Time deposits),1/7/2012,1/23/2012,204928472,7,Service Charge,12504048,JPY,0514-0426-0,12504048,11438857.04,108.48
DIV – Securities Related Item – Dividends,1/29/2012,2/13/2012,361869204,4,Transfer,41089702,USD,1110-1769-4,41089702,14966767.94,1922.84
SUB – Securities Related Item – Subscription,1/2/2012,1/8/2012,940522641,73,Checking Costs,24317157,USD,0312-0471-0,24317157,8907108.3,200.03
POP – Securities Related Item – Pair-off proceeds,1/16/2012,1/21/2012,702899219,5,Replenishment,90242165,JPY,0313-0912-3,90242165,6315439.2,5828.36
OPT – Securities Related Item – Options,1/28/2012,2/17/2012,892220707,4,Misc.,10890889,JPY,0622-0398-4,10890889,10449389.17,1544.95
CMI – Cash management item – No detail,1/13/2012,1/29/2012,880513186,5,Replenishment,31762586,GBP,0313-0912-3,31762586,16579230.57,3786.52
RIG – Securities Related Item – Rights,1/20/2012,2/4/2012,118905601,2,Other,79401953,USD,0515-0339-4,79401953,8829251.59,92.99
TCK – Travellers cheques,1/18/2012,1/21/2012,486170468,2,Other,41573924,EUR,0839-0068-0,41573924,17150792.31,582.4
TCM – Securities Related Item – Tripartite collateral management,1/26/2012,2/8/2012,651770845,2,Replenishment,75931883,EUR,0611-1341-5,75931883,12279983.59,6480.73
CMS – Cash management item – Sweeping,1/29/2012,2/4/2012,852134863,3,Misc.,14990108,USD,0642-0816-5,14990108,17650909.3,4073.92
CMT – Cash management item -Topping,1/24/2012,2/10/2012,789728527,7,Checking Costs,26762640,GBP,0540-0154-7,26762640,3577436.56,1756.23
CAS – Securities Related Item – Cash in Lieu,1/12/2012,1/12/2012,462398345,4,Replenishment,46788193,USD,0531-0112-1,46788193,8001259.74,3272.04
CMI – Cash management item – No detail,1/20/2012,2/18/2012,166665187,9,Misc.,88496630,JPY,0839-7428-9,88496630,6746773.09,4897.85
EQA – Equivalent amount,1/1/2012,1/26/2012,369946456,5,Deposits,81770622,JPY,0540-0154-7,81770622,17690006.91,1189.97
MAT – Securities Related Item – Maturity,1/14/2012,2/10/2012,397820745,8,Service Charge,80429305,GBP,0515-0339-4,80429305,17214742.81,507.99
ODC – Overdraft charge,1/22/2012,1/23/2012,265415579,2,Transfer,72232504,GBP,0514-0426-0,72232504,15244594.22,965.88
CHK – Cheques,1/11/2012,1/21/2012,143015815,2,Transfer,46057038,EUR,0622-0398-4,46057038,16485343.44,99999
RIG – Securities Related Item – Rights,1/28/2012,2/17/2012,661189495,74,Other,20443226,JPY,0312-0471-0,20443226,10304128.26,1665.37
REC – Securities Related Item – Tax reclaim,1/8/2012,1/21/2012,141663948,7,Misc.,3982768,EUR,0622-0398-4,3982768,9157531.59,6136.14
PCH – Securities Related Item – Purchase (including STIF and Time deposits),1/6/2012,2/1/2012,814806215,5,Service Charge,93305500,JPY,0421-0226-7,93305500,2343635.22,389.06
TCM – Securities Related Item – Tripartite collateral management,1/6/2012,2/3/2012,235552365,8,Citibank,45619228,JPY,0622-0398-4,45619228,4559026.65,5453.15
SWP – Securities Related Item – SWAP payment,1/28/2012,2/8/2012,530085932,3,Misc.,7808465,EUR,0839-0068-0,7808465,3203107.76,4173.55
DCR – Documentary credit (used when entering a principal amount),1/2/2012,1/29/2012,660007009,9,Checking Costs,18284567,GBP,0622-0398-4,18284567,18144174.96,6177.8
PRN – Securities Related Item – Principal pay-down/pay-up,1/11/2012,1/21/2012,751655305,3,Service Charge,79072912,USD,0313-0912-3,79072912,11735009.17,2405.75
CHK – Cheques,1/5/2012,1/6/2012,400195223,8,Misc.,93048837,USD,1110-1769-4,93048837,6263108.83,99999
VDA – Value date adjustment (used with an entry made to withdraw an incorrectly dated entry – it will be followed by the correct entry with the relevant code),1/7/2012,1/24/2012,756790366,7,Investment deposit,18338079,USD,0514-0426-0,18338079,324051.11,1291.53
POP – Securities Related Item – Pair-off proceeds,1/5/2012,1/10/2012,132083140,7,Checking Costs,83569686,JPY,0531-0112-1,83569686,1126734.96,829.44
VDA – Value date adjustment (used with an entry made to withdraw an incorrectly dated entry – it will be followed by the correct entry with the relevant code),1/24/2012,2/13/2012,508173295,7,Investment deposit,21633725,GBP,0514-0426-0,21633725,8902401.19,1860.85
NWI – Securities Related Item – New issues distribution,1/25/2012,2/16/2012,730038413,1,Deposits,39349606,EUR,0839-0068-0,39349606,17466008.15,2572.34
CHK – Cheques,1/28/2012,2/16/2012,616875681,8,Service Charge,34203774,USD,0313-0912-3,34203774,5333231.22,99999
CMI – Cash management item – No detail,1/16/2012,2/1/2012,749820705,75,Misc.,20101721,GBP,0312-0471-0,20101721,15547926.13,3977.92
TRA – Securities Related Item – Internal transfer for own account,1/15/2012,1/27/2012,206457343,8,Investment deposit,4266641,EUR,0540-0154-7,4266641,9071210.81,4709.76
VDA – Value date adjustment (used with an entry made to withdraw an incorrectly dated entry – it will be followed by the correct entry with the relevant code),1/26/2012,2/8/2012,545451900,2,Replenishment,65402185,EUR,0611-1341-5,65402185,5502400.02,5067.2
VDA – Value date adjustment (used with an entry made to withdraw an incorrectly dated entry – it will be followed by the correct entry with the relevant code),1/18/2012,2/3/2012,448172175,4,Service Charge,34199106,USD,0622-0398-4,34199106,12399291.61,3511.84
LBX – Lock box,1/28/2012,2/6/2012,46291402,6,Service Charge,63114964,JPY,0550-0330-8,63114964,12557997.04,2397.44
CAS – Securities Related Item – Cash in Lieu,1/14/2012,1/19/2012,634327697,2,Other,19953756,JPY,0839-0068-0,19953756,8376229.13,1194.34
